# production_case: first_canonical_v1_p128_xi001_validated_anchored_prod_v1
# source_candidate_case: p128_xi001_localdispatch_20260618_223856
# source_sharded_action_runs: see ../../first_canonical_v1_p128_xi001_validated_anchored_prod_v1_convergence/download_manifest.csv
# git_commit: 700a0845abd09013eb39ff8f8d2993d5574476d3
# script: scripts/relaxtime/run_phase_guided_transport_scan.jl
# source_csv: data/outputs/results/relaxtime/transport/phase_guided/mode_b_fixed_T_sparse_muB/first_canonical_v1_p128_xi001_validated_anchored_prod_v1/phase_guided_transport_scan.csv
# title: phase_guided_transport_scan_channel_diagnostics
T_MeV,muq_MeV,muB_MeV,xi,species,channel,density_key,multiplicity,density,rate,contribution,total,tau_inv_species,equilibrium_backend,phase_curr,phase_structure
120.0,0.0,0.0,-0.5,d,ud_to_ud,d,1.0,0.0009217873255020327,0.1669091085204056,0.00015385470074495323,0.0009955128838414421,0.0009955128838414421,models,hadron,first_order_possible
120.0,0.0,0.0,-0.5,d,udbar_to_udbar,dbar,1.0,0.0009217873254845994,0.19631634540555318,0.0001809619189802957,0.0009955128838414421,0.0009955128838414421,models,hadron,first_order_possible
120.0,0.0,0.0,-0.5,d,us_to_us,s,1.0,0.0003050411773926536,0.1812373420156296,5.5284852195962704e-5,0.0009955128838414421,0.0009955128838414421,models,hadron,first_order_possible
120.0,0.0,0.0,-0.5,d,usbar_to_usbar,sbar,1.0,0.0003050411773865485,0.16363656476554522,4.991589037957211e-5,0.0009955128838414421,0.0009955128838414421,models,hadron,first_order_possible
120.0,0.0,0.0,-0.5,d,uu_to_uu,d,1.0,0.0009217873255020327,0.11508281082535353,0.00010608187640195901,0.0009955128838414421,0.0009955128838414421,models,hadron,first_order_possible
120.0,0.0,0.0,-0.5,d,uubar_to_ddbar,dbar,1.0,0.0009217873254845994,0.1909175494603327,0.0001759853773051138,0.0009955128838414421,0.0009955128838414421,models,hadron,first_order_possible
120.0,0.0,0.0,-0.5,d,uubar_to_ssbar,dbar,1.0,0.0009217873254845994,0.023613867866979124,2.176696410544941e-5,0.0009955128838414421,0.0009955128838414421,models,hadron,first_order_possible
120.0,0.0,0.0,-0.5,d,uubar_to_uubar,dbar,1.0,0.0009217873254845994,0.2730144977810726,0.00025166130372813604,0.0009955128838414421,0.0009955128838414421,models,hadron,first_order_possible
120.0,0.0,0.0,-0.5,dbar,dubar_to_dubar,d,1.0,0.0009217873255020327,0.19631634540555318,0.00018096191898371813,0.0009955128838482776,0.0009955128838482776,models,hadron,first_order_possible
120.0,0.0,0.0,-0.5,dbar,subar_to_subar,s,1.0,0.0003050411773926536,0.1636365647654298,4.991589038053592e-5,0.0009955128838482776,0.0009955128838482776,models,hadron,first_order_possible
120.0,0.0,0.0,-0.5,dbar,ubardbar_to_ubardbar,dbar,1.0,0.0009217873254845994,0.16690910852038948,0.0001538547007420286,0.0009955128838482776,0.0009955128838482776,models,hadron,first_order_possible
120.0,0.0,0.0,-0.5,dbar,ubarsbar_to_ubarsbar,sbar,1.0,0.0003050411773865485,0.1812373420156429,5.528485219486029e-5,0.0009955128838482776,0.0009955128838482776,models,hadron,first_order_possible
120.0,0.0,0.0,-0.5,dbar,ubarubar_to_ubarubar,dbar,1.0,0.0009217873254845994,0.11508281082533532,0.00010608187639993596,0.0009955128838482776,0.0009955128838482776,models,hadron,first_order_possible
120.0,0.0,0.0,-0.5,dbar,uubar_to_ddbar,d,1.0,0.0009217873255020327,0.1909175494603327,0.00017598537730844214,0.0009955128838482776,0.0009955128838482776,models,hadron,first_order_possible
120.0,0.0,0.0,-0.5,dbar,uubar_to_ssbar,d,1.0,0.0009217873255020327,0.023613867866979124,2.1766964105861078e-5,0.0009955128838482776,0.0009955128838482776,models,hadron,first_order_possible
120.0,0.0,0.0,-0.5,dbar,uubar_to_uubar,d,1.0,0.0009217873255020327,0.2730144977810726,0.0002516613037328956,0.0009955128838482776,0.0009955128838482776,models,hadron,first_order_possible
120.0,0.0,0.0,-0.5,s,ss_to_ss,s,1.0,0.0003050411773926536,0.0703541952392321,2.1460926550287986e-5,0.0008190899165281606,0.0008190899165281606,models,hadron,first_order_possible
120.0,0.0,0.0,-0.5,s,ssbar_to_ssbar,sbar,1.0,0.0003050411773865485,0.23163662731584425,7.065870952227428e-5,0.0008190899165281606,0.0008190899165281606,models,hadron,first_order_possible
120.0,0.0,0.0,-0.5,s,ssbar_to_uubar,sbar,2.0,0.0003050411773865485,0.149438001957455,9.116948812679083e-5,0.0008190899165281606,0.0008190899165281606,models,hadron,first_order_possible
120.0,0.0,0.0,-0.5,s,us_to_us,u,2.0,0.0009217873255020327,0.1812373420156296,0.0003341245695553688,0.0008190899165281606,0.0008190899165281606,models,hadron,first_order_possible
120.0,0.0,0.0,-0.5,s,usbar_to_usbar,ubar,2.0,0.0009217873254845994,0.16363656476554522,0.0003016762227734387,0.0008190899165281606,0.0008190899165281606,models,hadron,first_order_possible
120.0,0.0,0.0,-0.5,sbar,sbarsbar_to_sbarsbar,sbar,1.0,0.0003050411773865485,0.07035419523923642,2.1460926549859784e-5,0.000819089916530382,0.0008190899165303821,models,hadron,first_order_possible
120.0,0.0,0.0,-0.5,sbar,ssbar_to_ssbar,s,1.0,0.0003050411773926536,0.23163662731584425,7.065870952368843e-5,0.000819089916530382,0.0008190899165303821,models,hadron,first_order_possible
120.0,0.0,0.0,-0.5,sbar,ssbar_to_uubar,s,2.0,0.0003050411773926536,0.149438001957455,9.116948812861548e-5,0.000819089916530382,0.0008190899165303821,models,hadron,first_order_possible
120.0,0.0,0.0,-0.5,sbar,ubarsbar_to_ubarsbar,ubar,2.0,0.0009217873254845994,0.1812373420156429,0.0003341245695490742,0.000819089916530382,0.0008190899165303821,models,hadron,first_order_possible
120.0,0.0,0.0,-0.5,sbar,usbar_to_usbar,u,2.0,0.0009217873255020327,0.16363656476554522,0.0003016762227791442,0.000819089916530382,0.0008190899165303821,models,hadron,first_order_possible
