# schema: xs_vs_s_by_process_v1
# T_MeV: 150.0
# muB_MeV: 800.0
# xi: 0.0
# n_points: 32
# delta_sqrt_mev_min: 0.001
# delta_sqrt_mev_max: 60.0
# n_threshold: 240
# sqrt_tail_max_mev: 0.0
# n_tail: 0
process,T_MeV,muB_MeV,xi,i,j,c,d,mi_fm,mj_fm,mc_fm,md_fm,s_th,sqrt_s_th_MeV,delta_sqrt_MeV,s,sqrt_s_MeV,sigma,inv_sigma2
ssbar_to_uubar,150.0,800.0,0.0,s,sbar,u,ubar,2.201519800286813,2.201519800286813,0.41367824983643864,0.41367824983643864,19.386757724219557,868.8385952623919,0.001,19.386802351078874,868.8395952623919,100.34184820589662,9.93197934827062e-5
ssbar_to_uubar,150.0,800.0,0.0,s,sbar,u,ubar,2.201519800286813,2.201519800286813,0.41367824983643864,0.41367824983643864,19.386757724219557,868.8385952623919,0.0010471098974848638,19.386804453446906,868.8396423722894,98.05852553555422,0.0001039990285719556
ssbar_to_uubar,150.0,800.0,0.0,s,sbar,u,ubar,2.201519800286813,2.201519800286813,0.41367824983643864,0.41367824983643864,19.386757724219557,868.8385952623919,0.0010964391374107632,19.38680665485741,868.8396917015293,95.82728775591123,0.00010889842721644835
ssbar_to_uubar,150.0,800.0,0.0,s,sbar,u,ubar,2.201519800286813,2.201519800286813,0.41367824983643864,0.41367824983643864,19.386757724219557,868.8385952623919,0.001148092272772577,19.38680895997626,868.8397433546646,93.64682074225783,0.00011402863464209101
ssbar_to_uubar,150.0,800.0,0.0,s,sbar,u,ubar,2.201519800286813,2.201519800286813,0.41367824983643864,0.41367824983643864,19.386757724219557,868.8385952623919,0.0012021787820460587,19.38681137368918,868.8397974411739,91.51596884842441,0.00011940052500657588
ssbar_to_uubar,150.0,800.0,0.0,s,sbar,u,ubar,2.201519800286813,2.201519800286813,0.41367824983643864,0.41367824983643864,19.386757724219557,868.8385952623919,0.0012588133012267268,19.386813901112024,868.8398540756931,89.43360330687727,0.00012502548331207386
ssbar_to_uubar,150.0,800.0,0.0,s,sbar,u,ubar,2.201519800286813,2.201519800286813,0.41367824983643864,0.41367824983643864,19.386757724219557,868.8385952623919,0.001318115866800101,19.386816547601676,868.8399133782586,87.39862063706174,0.0001309154319701816
ssbar_to_uubar,150.0,800.0,0.0,s,sbar,u,ubar,2.201519800286813,2.201519800286813,0.41367824983643864,0.41367824983643864,19.386757724219557,868.8385952623919,0.0013802121701582278,19.38681931876738,868.839975474562,85.40994274057113,0.00013708285428965818
ssbar_to_uubar,150.0,800.0,0.0,s,sbar,u,ubar,2.201519800286813,2.201519800286813,0.41367824983643864,0.41367824983643864,19.386757724219557,868.8385952623919,0.0014452338240017433,19.38682222048263,868.8400404962159,83.46651591830532,0.00014354082206040168
ssbar_to_uubar,150.0,800.0,0.0,s,sbar,u,ubar,2.201519800286813,2.201519800286813,0.41367824983643864,0.41367824983643864,19.386757724219557,868.8385952623919,0.001513318641292125,19.38682525889762,868.8401085810332,81.56731083813887,0.00015030302147189334
