surface,xi,mu_MeV,T_MeV,rho,layer,status,interpolation_method,source_key_left,source_key_right,source_keys,distance_to_source_MeV,mu_CEP_proxy_MeV,T_CEP_bracket_low_MeV,T_CEP_bracket_high_MeV,boundary_relation,physical_region,error_estimate,source_layer,calculation_sha,v6_manifest_hash
crossover,-0.49375,11.052457457072027,180.97663727715866,0.20314367807079778,interpolated_noncertified,derived_internal_xi,piecewise_linear_common_xi_support,xi=-0.5;mu_MeV=0|xi=-0.5;mu_MeV=22.1049149141,xi=-0.4875;mu_MeV=0|xi=-0.4875;mu_MeV=22.1658160871,xi=-0.5;mu_MeV=0|xi=-0.5;mu_MeV=22.1049149141|xi=-0.4875;mu_MeV=0|xi=-0.4875;mu_MeV=22.1658160871,0.0062500000000000056,203.9070322602657,146.875,146.9375,inside_common_CEP_boundary,crossover_common_native_support,not_estimated_linear_interpolation,v6_adjacent_xi_slices,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,8f19f73f7654663504dfa27a9a7e338df13e090bfc7501b8c201742defe4cb0b
crossover,-0.49375,16.578686185608042,180.87958441880227,0.3047155171061967,interpolated_noncertified,derived_internal_xi,piecewise_linear_common_xi_support,xi=-0.5;mu_MeV=0|xi=-0.5;mu_MeV=22.1049149141,xi=-0.4875;mu_MeV=0|xi=-0.4875;mu_MeV=22.1658160871,xi=-0.5;mu_MeV=0|xi=-0.5;mu_MeV=22.1049149141|xi=-0.4875;mu_MeV=0|xi=-0.4875;mu_MeV=22.1658160871,0.0062500000000000056,203.9070322602657,146.875,146.9375,inside_common_CEP_boundary,crossover_common_native_support,not_estimated_linear_interpolation,v6_adjacent_xi_slices,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,8f19f73f7654663504dfa27a9a7e338df13e090bfc7501b8c201742defe4cb0b
crossover,-0.49375,22.104914914144054,180.78253156044588,0.40628735614159556,interpolated_noncertified,derived_internal_xi,piecewise_linear_common_xi_support,xi=-0.5;mu_MeV=0|xi=-0.5;mu_MeV=22.1049149141,xi=-0.4875;mu_MeV=0|xi=-0.4875;mu_MeV=22.1658160871,xi=-0.5;mu_MeV=0|xi=-0.5;mu_MeV=22.1049149141|xi=-0.4875;mu_MeV=0|xi=-0.4875;mu_MeV=22.1658160871,0.0062500000000000056,203.9070322602657,146.875,146.9375,inside_common_CEP_boundary,crossover_common_native_support,not_estimated_linear_interpolation,v6_adjacent_xi_slices,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,8f19f73f7654663504dfa27a9a7e338df13e090bfc7501b8c201742defe4cb0b
crossover,-0.49375,22.120140207377876,180.78199894308642,0.40656273629434414,interpolated_noncertified,derived_internal_xi,piecewise_linear_common_xi_support,xi=-0.5;mu_MeV=22.1049149141|xi=-0.5;mu_MeV=44.2098298283,xi=-0.4875;mu_MeV=0|xi=-0.4875;mu_MeV=22.1658160871,xi=-0.5;mu_MeV=22.1049149141|xi=-0.5;mu_MeV=44.2098298283|xi=-0.4875;mu_MeV=0|xi=-0.4875;mu_MeV=22.1658160871,0.0062500000000000056,203.9070322602657,146.875,146.9375,inside_common_CEP_boundary,crossover_common_native_support,not_estimated_linear_interpolation,v6_adjacent_xi_slices,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,8f19f73f7654663504dfa27a9a7e338df13e090bfc7501b8c201742defe4cb0b
crossover,-0.49375,22.135365500611698,180.78146632572697,0.4068381164470928,interpolated_noncertified,derived_internal_xi,piecewise_linear_common_xi_support,xi=-0.5;mu_MeV=22.1049149141|xi=-0.5;mu_MeV=44.2098298283,xi=-0.4875;mu_MeV=0|xi=-0.4875;mu_MeV=22.1658160871,xi=-0.5;mu_MeV=22.1049149141|xi=-0.5;mu_MeV=44.2098298283|xi=-0.4875;mu_MeV=0|xi=-0.4875;mu_MeV=22.1658160871,0.0062500000000000056,203.9070322602657,146.875,146.9375,inside_common_CEP_boundary,crossover_common_native_support,not_estimated_linear_interpolation,v6_adjacent_xi_slices,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,8f19f73f7654663504dfa27a9a7e338df13e090bfc7501b8c201742defe4cb0b
crossover,-0.49375,22.150590793845524,180.7809337083675,0.4071134965998414,interpolated_noncertified,derived_internal_xi,piecewise_linear_common_xi_support,xi=-0.5;mu_MeV=22.1049149141|xi=-0.5;mu_MeV=44.2098298283,xi=-0.4875;mu_MeV=0|xi=-0.4875;mu_MeV=22.1658160871,xi=-0.5;mu_MeV=22.1049149141|xi=-0.5;mu_MeV=44.2098298283|xi=-0.4875;mu_MeV=0|xi=-0.4875;mu_MeV=22.1658160871,0.0062500000000000056,203.9070322602657,146.875,146.9375,inside_common_CEP_boundary,crossover_common_native_support,not_estimated_linear_interpolation,v6_adjacent_xi_slices,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,8f19f73f7654663504dfa27a9a7e338df13e090bfc7501b8c201742defe4cb0b
crossover,-0.49375,22.165816087079346,180.78040109100806,0.40738887675258995,interpolated_noncertified,derived_internal_xi,piecewise_linear_common_xi_support,xi=-0.5;mu_MeV=22.1049149141|xi=-0.5;mu_MeV=44.2098298283,xi=-0.4875;mu_MeV=0|xi=-0.4875;mu_MeV=22.1658160871,xi=-0.5;mu_MeV=22.1049149141|xi=-0.5;mu_MeV=44.2098298283|xi=-0.4875;mu_MeV=0|xi=-0.4875;mu_MeV=22.1658160871,0.0062500000000000056,203.9070322602657,146.875,146.9375,inside_common_CEP_boundary,crossover_common_native_support,not_estimated_linear_interpolation,v6_adjacent_xi_slices,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,8f19f73f7654663504dfa27a9a7e338df13e090bfc7501b8c201742defe4cb0b
crossover,-0.49375,27.676819522381535,180.48892472460923,0.5054096993093038,interpolated_noncertified,derived_internal_xi,piecewise_linear_common_xi_support,xi=-0.5;mu_MeV=22.1049149141|xi=-0.5;mu_MeV=44.2098298283,xi=-0.4875;mu_MeV=22.1658160871|xi=-0.4875;mu_MeV=44.3316321742,xi=-0.5;mu_MeV=22.1049149141|xi=-0.5;mu_MeV=44.2098298283|xi=-0.4875;mu_MeV=22.1658160871|xi=-0.4875;mu_MeV=44.3316321742,0.0062500000000000056,203.9070322602657,146.875,146.9375,inside_common_CEP_boundary,crossover_common_native_support,not_estimated_linear_interpolation,v6_adjacent_xi_slices,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,8f19f73f7654663504dfa27a9a7e338df13e090bfc7501b8c201742defe4cb0b
crossover,-0.49375,33.18782295768373,180.1974483582104,0.6034305218660176,interpolated_noncertified,derived_internal_xi,piecewise_linear_common_xi_support,xi=-0.5;mu_MeV=22.1049149141|xi=-0.5;mu_MeV=44.2098298283,xi=-0.4875;mu_MeV=22.1658160871|xi=-0.4875;mu_MeV=44.3316321742,xi=-0.5;mu_MeV=22.1049149141|xi=-0.5;mu_MeV=44.2098298283|xi=-0.4875;mu_MeV=22.1658160871|xi=-0.4875;mu_MeV=44.3316321742,0.0062500000000000056,203.9070322602657,146.875,146.9375,inside_common_CEP_boundary,crossover_common_native_support,not_estimated_linear_interpolation,v6_adjacent_xi_slices,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,8f19f73f7654663504dfa27a9a7e338df13e090bfc7501b8c201742defe4cb0b
crossover,-0.49375,38.69882639298592,179.9059719918116,0.7014513444227314,interpolated_noncertified,derived_internal_xi,piecewise_linear_common_xi_support,xi=-0.5;mu_MeV=22.1049149141|xi=-0.5;mu_MeV=44.2098298283,xi=-0.4875;mu_MeV=22.1658160871|xi=-0.4875;mu_MeV=44.3316321742,xi=-0.5;mu_MeV=22.1049149141|xi=-0.5;mu_MeV=44.2098298283|xi=-0.4875;mu_MeV=22.1658160871|xi=-0.4875;mu_MeV=44.3316321742,0.0062500000000000056,203.9070322602657,146.875,146.9375,inside_common_CEP_boundary,crossover_common_native_support,not_estimated_linear_interpolation,v6_adjacent_xi_slices,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,8f19f73f7654663504dfa27a9a7e338df13e090bfc7501b8c201742defe4cb0b
crossover,-0.49375,44.20982982828811,179.61449562541281,0.7994721669794451,interpolated_noncertified,derived_internal_xi,piecewise_linear_common_xi_support,xi=-0.5;mu_MeV=22.1049149141|xi=-0.5;mu_MeV=44.2098298283,xi=-0.4875;mu_MeV=22.1658160871|xi=-0.4875;mu_MeV=44.3316321742,xi=-0.5;mu_MeV=22.1049149141|xi=-0.5;mu_MeV=44.2098298283|xi=-0.4875;mu_MeV=22.1658160871|xi=-0.4875;mu_MeV=44.3316321742,0.0062500000000000056,203.9070322602657,146.875,146.9375,inside_common_CEP_boundary,crossover_common_native_support,not_estimated_linear_interpolation,v6_adjacent_xi_slices,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,8f19f73f7654663504dfa27a9a7e338df13e090bfc7501b8c201742defe4cb0b
crossover,-0.49375,44.24028041475575,179.61233577661767,0.7999954095871147,interpolated_noncertified,derived_internal_xi,piecewise_linear_common_xi_support,xi=-0.5;mu_MeV=44.2098298283|xi=-0.5;mu_MeV=66.3147447424,xi=-0.4875;mu_MeV=22.1658160871|xi=-0.4875;mu_MeV=44.3316321742,xi=-0.5;mu_MeV=44.2098298283|xi=-0.5;mu_MeV=66.3147447424|xi=-0.4875;mu_MeV=22.1658160871|xi=-0.4875;mu_MeV=44.3316321742,0.0062500000000000056,203.9070322602657,146.875,146.9375,inside_common_CEP_boundary,crossover_common_native_support,not_estimated_linear_interpolation,v6_adjacent_xi_slices,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,8f19f73f7654663504dfa27a9a7e338df13e090bfc7501b8c201742defe4cb0b
crossover,-0.49375,44.270731001223396,179.61017592782255,0.8005186521947841,interpolated_noncertified,derived_internal_xi,piecewise_linear_common_xi_support,xi=-0.5;mu_MeV=44.2098298283|xi=-0.5;mu_MeV=66.3147447424,xi=-0.4875;mu_MeV=22.1658160871|xi=-0.4875;mu_MeV=44.3316321742,xi=-0.5;mu_MeV=44.2098298283|xi=-0.5;mu_MeV=66.3147447424|xi=-0.4875;mu_MeV=22.1658160871|xi=-0.4875;mu_MeV=44.3316321742,0.0062500000000000056,203.9070322602657,146.875,146.9375,inside_common_CEP_boundary,crossover_common_native_support,not_estimated_linear_interpolation,v6_adjacent_xi_slices,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,8f19f73f7654663504dfa27a9a7e338df13e090bfc7501b8c201742defe4cb0b
crossover,-0.49375,44.30118158769105,179.6080160790274,0.8010418948024538,interpolated_noncertified,derived_internal_xi,piecewise_linear_common_xi_support,xi=-0.5;mu_MeV=44.2098298283|xi=-0.5;mu_MeV=66.3147447424,xi=-0.4875;mu_MeV=22.1658160871|xi=-0.4875;mu_MeV=44.3316321742,xi=-0.5;mu_MeV=44.2098298283|xi=-0.5;mu_MeV=66.3147447424|xi=-0.4875;mu_MeV=22.1658160871|xi=-0.4875;mu_MeV=44.3316321742,0.0062500000000000056,203.9070322602657,146.875,146.9375,inside_common_CEP_boundary,crossover_common_native_support,not_estimated_linear_interpolation,v6_adjacent_xi_slices,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,8f19f73f7654663504dfa27a9a7e338df13e090bfc7501b8c201742defe4cb0b
crossover,-0.49375,44.33163217415869,179.6058562302323,0.8015651374101233,interpolated_noncertified,derived_internal_xi,piecewise_linear_common_xi_support,xi=-0.5;mu_MeV=44.2098298283|xi=-0.5;mu_MeV=66.3147447424,xi=-0.4875;mu_MeV=22.1658160871|xi=-0.4875;mu_MeV=44.3316321742,xi=-0.5;mu_MeV=44.2098298283|xi=-0.5;mu_MeV=66.3147447424|xi=-0.4875;mu_MeV=22.1658160871|xi=-0.4875;mu_MeV=44.3316321742,0.0062500000000000056,203.9070322602657,146.875,146.9375,inside_common_CEP_boundary,crossover_common_native_support,not_estimated_linear_interpolation,v6_adjacent_xi_slices,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,8f19f73f7654663504dfa27a9a7e338df13e090bfc7501b8c201742defe4cb0b
crossover,-0.49375,49.82741031622706,179.11818886713183,0.8927446961147947,interpolated_noncertified,derived_internal_xi,piecewise_linear_common_xi_support,xi=-0.5;mu_MeV=44.2098298283|xi=-0.5;mu_MeV=66.3147447424,xi=-0.4875;mu_MeV=44.3316321742|xi=-0.4875;mu_MeV=66.4974482612,xi=-0.5;mu_MeV=44.2098298283|xi=-0.5;mu_MeV=66.3147447424|xi=-0.4875;mu_MeV=44.3316321742|xi=-0.4875;mu_MeV=66.4974482612,0.0062500000000000056,203.9070322602657,146.875,146.9375,inside_common_CEP_boundary,crossover_common_native_support,not_estimated_linear_interpolation,v6_adjacent_xi_slices,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,8f19f73f7654663504dfa27a9a7e338df13e090bfc7501b8c201742defe4cb0b
crossover,-0.49375,55.323188458295434,178.63052150403144,0.9839242548194662,interpolated_noncertified,derived_internal_xi,piecewise_linear_common_xi_support,xi=-0.5;mu_MeV=44.2098298283|xi=-0.5;mu_MeV=66.3147447424,xi=-0.4875;mu_MeV=44.3316321742|xi=-0.4875;mu_MeV=66.4974482612,xi=-0.5;mu_MeV=44.2098298283|xi=-0.5;mu_MeV=66.3147447424|xi=-0.4875;mu_MeV=44.3316321742|xi=-0.4875;mu_MeV=66.4974482612,0.0062500000000000056,203.9070322602657,146.875,146.9375,inside_common_CEP_boundary,crossover_common_native_support,not_estimated_linear_interpolation,v6_adjacent_xi_slices,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,8f19f73f7654663504dfa27a9a7e338df13e090bfc7501b8c201742defe4cb0b
crossover,-0.49375,60.8189666003638,178.14285414093104,1.0751038135241378,interpolated_noncertified,derived_internal_xi,piecewise_linear_common_xi_support,xi=-0.5;mu_MeV=44.2098298283|xi=-0.5;mu_MeV=66.3147447424,xi=-0.4875;mu_MeV=44.3316321742|xi=-0.4875;mu_MeV=66.4974482612,xi=-0.5;mu_MeV=44.2098298283|xi=-0.5;mu_MeV=66.3147447424|xi=-0.4875;mu_MeV=44.3316321742|xi=-0.4875;mu_MeV=66.4974482612,0.0062500000000000056,203.9070322602657,146.875,146.9375,inside_common_CEP_boundary,crossover_common_native_support,not_estimated_linear_interpolation,v6_adjacent_xi_slices,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,8f19f73f7654663504dfa27a9a7e338df13e090bfc7501b8c201742defe4cb0b
crossover,-0.49375,66.31474474243217,177.6551867778306,1.166283372228809,interpolated_noncertified,derived_internal_xi,piecewise_linear_common_xi_support,xi=-0.5;mu_MeV=44.2098298283|xi=-0.5;mu_MeV=66.3147447424,xi=-0.4875;mu_MeV=44.3316321742|xi=-0.4875;mu_MeV=66.4974482612,xi=-0.5;mu_MeV=44.2098298283|xi=-0.5;mu_MeV=66.3147447424|xi=-0.4875;mu_MeV=44.3316321742|xi=-0.4875;mu_MeV=66.4974482612,0.0062500000000000056,203.9070322602657,146.875,146.9375,inside_common_CEP_boundary,crossover_common_native_support,not_estimated_linear_interpolation,v6_adjacent_xi_slices,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,8f19f73f7654663504dfa27a9a7e338df13e090bfc7501b8c201742defe4cb0b
crossover,-0.49375,66.36042062213363,177.65030217746335,1.1670001982460885,interpolated_noncertified,derived_internal_xi,piecewise_linear_common_xi_support,xi=-0.5;mu_MeV=66.3147447424|xi=-0.5;mu_MeV=88.4196596566,xi=-0.4875;mu_MeV=44.3316321742|xi=-0.4875;mu_MeV=66.4974482612,xi=-0.5;mu_MeV=66.3147447424|xi=-0.5;mu_MeV=88.4196596566|xi=-0.4875;mu_MeV=44.3316321742|xi=-0.4875;mu_MeV=66.4974482612,0.0062500000000000056,203.9070322602657,146.875,146.9375,inside_common_CEP_boundary,crossover_common_native_support,not_estimated_linear_interpolation,v6_adjacent_xi_slices,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,8f19f73f7654663504dfa27a9a7e338df13e090bfc7501b8c201742defe4cb0b
crossover,-0.49375,66.4060965018351,177.6454175770961,1.1677170242633679,interpolated_noncertified,derived_internal_xi,piecewise_linear_common_xi_support,xi=-0.5;mu_MeV=66.3147447424|xi=-0.5;mu_MeV=88.4196596566,xi=-0.4875;mu_MeV=44.3316321742|xi=-0.4875;mu_MeV=66.4974482612,xi=-0.5;mu_MeV=66.3147447424|xi=-0.5;mu_MeV=88.4196596566|xi=-0.4875;mu_MeV=44.3316321742|xi=-0.4875;mu_MeV=66.4974482612,0.0062500000000000056,203.9070322602657,146.875,146.9375,inside_common_CEP_boundary,crossover_common_native_support,not_estimated_linear_interpolation,v6_adjacent_xi_slices,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,8f19f73f7654663504dfa27a9a7e338df13e090bfc7501b8c201742defe4cb0b
crossover,-0.49375,66.45177238153657,177.64053297672882,1.1684338502806475,interpolated_noncertified,derived_internal_xi,piecewise_linear_common_xi_support,xi=-0.5;mu_MeV=66.3147447424|xi=-0.5;mu_MeV=88.4196596566,xi=-0.4875;mu_MeV=44.3316321742|xi=-0.4875;mu_MeV=66.4974482612,xi=-0.5;mu_MeV=66.3147447424|xi=-0.5;mu_MeV=88.4196596566|xi=-0.4875;mu_MeV=44.3316321742|xi=-0.4875;mu_MeV=66.4974482612,0.0062500000000000056,203.9070322602657,146.875,146.9375,inside_common_CEP_boundary,crossover_common_native_support,not_estimated_linear_interpolation,v6_adjacent_xi_slices,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,8f19f73f7654663504dfa27a9a7e338df13e090bfc7501b8c201742defe4cb0b
crossover,-0.49375,66.49744826123803,177.6356483763616,1.1691506762979271,interpolated_noncertified,derived_internal_xi,piecewise_linear_common_xi_support,xi=-0.5;mu_MeV=66.3147447424|xi=-0.5;mu_MeV=88.4196596566,xi=-0.4875;mu_MeV=44.3316321742|xi=-0.4875;mu_MeV=66.4974482612,xi=-0.5;mu_MeV=66.3147447424|xi=-0.5;mu_MeV=88.4196596566|xi=-0.4875;mu_MeV=44.3316321742|xi=-0.4875;mu_MeV=66.4974482612,0.0062500000000000056,203.9070322602657,146.875,146.9375,inside_common_CEP_boundary,crossover_common_native_support,not_estimated_linear_interpolation,v6_adjacent_xi_slices,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,8f19f73f7654663504dfa27a9a7e338df13e090bfc7501b8c201742defe4cb0b
crossover,-0.49375,71.97800111007258,176.9500529904707,1.2503122331278753,interpolated_noncertified,derived_internal_xi,piecewise_linear_common_xi_support,xi=-0.5;mu_MeV=66.3147447424|xi=-0.5;mu_MeV=88.4196596566,xi=-0.4875;mu_MeV=66.4974482612|xi=-0.4875;mu_MeV=88.6632643483,xi=-0.5;mu_MeV=66.3147447424|xi=-0.5;mu_MeV=88.4196596566|xi=-0.4875;mu_MeV=66.4974482612|xi=-0.4875;mu_MeV=88.6632643483,0.0062500000000000056,203.9070322602657,146.875,146.9375,inside_common_CEP_boundary,crossover_common_native_support,not_estimated_linear_interpolation,v6_adjacent_xi_slices,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,8f19f73f7654663504dfa27a9a7e338df13e090bfc7501b8c201742defe4cb0b
crossover,-0.49375,77.45855395890712,176.26445760457983,1.3314737899578233,interpolated_noncertified,derived_internal_xi,piecewise_linear_common_xi_support,xi=-0.5;mu_MeV=66.3147447424|xi=-0.5;mu_MeV=88.4196596566,xi=-0.4875;mu_MeV=66.4974482612|xi=-0.4875;mu_MeV=88.6632643483,xi=-0.5;mu_MeV=66.3147447424|xi=-0.5;mu_MeV=88.4196596566|xi=-0.4875;mu_MeV=66.4974482612|xi=-0.4875;mu_MeV=88.6632643483,0.0062500000000000056,203.9070322602657,146.875,146.9375,inside_common_CEP_boundary,crossover_common_native_support,not_estimated_linear_interpolation,v6_adjacent_xi_slices,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,8f19f73f7654663504dfa27a9a7e338df13e090bfc7501b8c201742defe4cb0b
crossover,-0.49375,82.93910680774167,175.57886221868893,1.4126353467877717,interpolated_noncertified,derived_internal_xi,piecewise_linear_common_xi_support,xi=-0.5;mu_MeV=66.3147447424|xi=-0.5;mu_MeV=88.4196596566,xi=-0.4875;mu_MeV=66.4974482612|xi=-0.4875;mu_MeV=88.6632643483,xi=-0.5;mu_MeV=66.3147447424|xi=-0.5;mu_MeV=88.4196596566|xi=-0.4875;mu_MeV=66.4974482612|xi=-0.4875;mu_MeV=88.6632643483,0.0062500000000000056,203.9070322602657,146.875,146.9375,inside_common_CEP_boundary,crossover_common_native_support,not_estimated_linear_interpolation,v6_adjacent_xi_slices,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,8f19f73f7654663504dfa27a9a7e338df13e090bfc7501b8c201742defe4cb0b
crossover,-0.49375,88.41965965657621,174.89326683279805,1.4937969036177199,interpolated_noncertified,derived_internal_xi,piecewise_linear_common_xi_support,xi=-0.5;mu_MeV=66.3147447424|xi=-0.5;mu_MeV=88.4196596566,xi=-0.4875;mu_MeV=66.4974482612|xi=-0.4875;mu_MeV=88.6632643483,xi=-0.5;mu_MeV=66.3147447424|xi=-0.5;mu_MeV=88.4196596566|xi=-0.4875;mu_MeV=66.4974482612|xi=-0.4875;mu_MeV=88.6632643483,0.0062500000000000056,203.9070322602657,146.875,146.9375,inside_common_CEP_boundary,crossover_common_native_support,not_estimated_linear_interpolation,v6_adjacent_xi_slices,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,8f19f73f7654663504dfa27a9a7e338df13e090bfc7501b8c201742defe4cb0b
crossover,-0.49375,88.4805608295115,174.8845395974737,1.4946295741010736,interpolated_noncertified,derived_internal_xi,piecewise_linear_common_xi_support,xi=-0.5;mu_MeV=88.4196596566|xi=-0.5;mu_MeV=110.524574571,xi=-0.4875;mu_MeV=66.4974482612|xi=-0.4875;mu_MeV=88.6632643483,xi=-0.5;mu_MeV=88.4196596566|xi=-0.5;mu_MeV=110.524574571|xi=-0.4875;mu_MeV=66.4974482612|xi=-0.4875;mu_MeV=88.6632643483,0.0062500000000000056,203.9070322602657,146.875,146.9375,inside_common_CEP_boundary,crossover_common_native_support,not_estimated_linear_interpolation,v6_adjacent_xi_slices,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,8f19f73f7654663504dfa27a9a7e338df13e090bfc7501b8c201742defe4cb0b
crossover,-0.49375,88.54146200244679,174.87581236214936,1.4954622445844272,interpolated_noncertified,derived_internal_xi,piecewise_linear_common_xi_support,xi=-0.5;mu_MeV=88.4196596566|xi=-0.5;mu_MeV=110.524574571,xi=-0.4875;mu_MeV=66.4974482612|xi=-0.4875;mu_MeV=88.6632643483,xi=-0.5;mu_MeV=88.4196596566|xi=-0.5;mu_MeV=110.524574571|xi=-0.4875;mu_MeV=66.4974482612|xi=-0.4875;mu_MeV=88.6632643483,0.0062500000000000056,203.9070322602657,146.875,146.9375,inside_common_CEP_boundary,crossover_common_native_support,not_estimated_linear_interpolation,v6_adjacent_xi_slices,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,8f19f73f7654663504dfa27a9a7e338df13e090bfc7501b8c201742defe4cb0b
crossover,-0.49375,88.6023631753821,174.867085126825,1.4962949150677811,interpolated_noncertified,derived_internal_xi,piecewise_linear_common_xi_support,xi=-0.5;mu_MeV=88.4196596566|xi=-0.5;mu_MeV=110.524574571,xi=-0.4875;mu_MeV=66.4974482612|xi=-0.4875;mu_MeV=88.6632643483,xi=-0.5;mu_MeV=88.4196596566|xi=-0.5;mu_MeV=110.524574571|xi=-0.4875;mu_MeV=66.4974482612|xi=-0.4875;mu_MeV=88.6632643483,0.0062500000000000056,203.9070322602657,146.875,146.9375,inside_common_CEP_boundary,crossover_common_native_support,not_estimated_linear_interpolation,v6_adjacent_xi_slices,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,8f19f73f7654663504dfa27a9a7e338df13e090bfc7501b8c201742defe4cb0b
crossover,-0.49375,88.66326434831738,174.85835789150065,1.497127585551135,interpolated_noncertified,derived_internal_xi,piecewise_linear_common_xi_support,xi=-0.5;mu_MeV=88.4196596566|xi=-0.5;mu_MeV=110.524574571,xi=-0.4875;mu_MeV=66.4974482612|xi=-0.4875;mu_MeV=88.6632643483,xi=-0.5;mu_MeV=88.4196596566|xi=-0.5;mu_MeV=110.524574571|xi=-0.4875;mu_MeV=66.4974482612|xi=-0.4875;mu_MeV=88.6632643483,0.0062500000000000056,203.9070322602657,146.875,146.9375,inside_common_CEP_boundary,crossover_common_native_support,not_estimated_linear_interpolation,v6_adjacent_xi_slices,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,8f19f73f7654663504dfa27a9a7e338df13e090bfc7501b8c201742defe4cb0b
