# x_label.xi: ξ
# y_label.zeta_over_s: ζ/s
# y_label.zeta: ζ
# y_label.tau_u: τ_u
# script: scripts/relaxtime/scan_transport_vs_xi_T150_muB800.jl
# y_label.tau_s: τ_s
# schema: scan_csv_v1
# y_label.sigma: σ
# y_label.zeta_over_s_over_eta_over_s: (ζ/s)/(η/s)
# y_scale.tau_s: log
# y_label.eta_over_s: η/s
# y_label.sigma_over_T_over_eta_over_s: (σ/T)/(η/s)
# y_scale.tau_u: log
# y_label.sigma_over_T: σ/T
# title: transport_vs_xi
# y_label.eta: η
# x_label: ξ
T_MeV,muq_MeV,muB_MeV,xi,T_fm,muq_fm,converged,iterations,residual_norm,Phi,Phibar,m_u,m_d,m_s,rho_baryon,rho_norm,omega_fm4inv,P_fm4inv,epsilon_fm4inv,s_fm3inv,omega_MeV_fm3,P_MeV_fm3,epsilon_MeV_fm3,eps_minus_3P_over_T4,n_u,n_d,n_s,n_ubar,n_dbar,n_sbar,tau_u,tau_d,tau_s,tau_ubar,tau_dbar,tau_sbar,tauinv_u,tauinv_d,tauinv_s,tauinv_ubar,tauinv_dbar,tauinv_sbar,eta,sigma,zeta,eta_over_s,zeta_over_s,sigma_over_T,sigma_over_T_over_eta_over_s,zeta_over_s_over_eta_over_s
150.0,0.0,0.0,-0.5,0.7601596076519094,0.0,true,missing,missing,0.0846768725101356,0.08467687251013563,1.8198486260371982,1.8198486260371989,2.75776573541299,-1.0408340855860843e-17,-2.168404344971009e-17,-21.62931823749263,21.62931823749263,-21.33841390862769,0.38268848533471467,-4268.048055915071,4268.048055915071,-4210.6447831148635,-258.2384704533633,0.013598486755837096,0.013598486755837089,0.005851759463417664,0.0135984867558371,0.013598486755837092,0.005851759463417668,276.22055581472233,276.22055581472233,330.4902392940952,276.2205558143349,276.2205558143349,330.4902392940953,0.003620295372480388,0.003620295372480388,0.0030258079698085253,0.003620295372485466,0.003620295372485466,0.0030258079698085244,14.573211197306657,0.13089297204411035,14.38765342230435,38.08113323441217,37.5962538034567,0.17219143286030605,0.0045216992834841525,0.9872672005853725
150.0,0.0,0.0,-0.48,0.7601596076519094,0.0,true,missing,missing,0.08231002560616346,0.08231002560616345,1.8219290728103057,1.821929072810307,2.7590467925983266,4.336808689942018e-18,9.035018104045871e-18,-21.628394501315434,21.628394501315434,-21.351450156628285,0.36432394183981,-4267.865777844539,4267.865777844539,-4213.217186568567,-258.26921311519646,0.012948897981690752,0.012948897981690737,0.005573939718860473,0.012948897981690749,0.012948897981690737,0.005573939718860472,285.2474321711611,285.2474321711611,341.3540666324326,285.2474321711704,285.2474321711704,341.35406663243265,0.0035057283158992842,0.0035057283158992842,0.0029295095554751137,0.0035057283158991706,0.0035057283158991706,0.0029295095554751132,13.98287592274141,0.12690305853233147,13.608557453085327,38.380337707505255,37.35290462757698,0.16694264895806282,0.004349692027994252,0.9732302230439375
150.0,0.0,0.0,-0.46,0.7601596076519094,0.0,true,missing,missing,0.08011503815788332,0.08011503815788332,1.8238234221659886,1.8238234221659875,2.760214285245501,0.0,0.0,-21.627545667259078,21.627545667259078,-21.363325955329135,0.34758451944862573,-4267.698279983337,4267.698279983337,-4215.560602066043,-258.29715333006686,0.012356925081642774,0.012356925081642788,0.005320467565319801,0.012356925081642774,0.012356925081642788,0.005320467565319801,291.396489622529,291.396489622529,351.8180063538894,291.39648962295814,291.39648962295814,351.8180063538894,0.003431750331980273,0.003431750331980273,0.002842378678577674,0.003431750331975219,0.003431750331975219,0.002842378678577674,13.335564945577774,0.12212197433201563,12.795950741151284,38.366394932467124,36.81392589477096,0.16065306956948633,0.0041873381601859995,0.9595357072138565
150.0,0.0,0.0,-0.44,0.7601596076519094,0.0,true,missing,missing,0.07807286238975686,0.07807286238975686,1.8255551623194157,1.825555162319416,2.761282411917627,0.0,0.0,-21.626763149554886,21.626763149554886,-21.374186557520808,0.33226784150538025,-4267.543868127659,4267.543868127659,-4217.703691901852,-258.3226489737804,0.011815361948798463,0.011815361948798463,0.0050883384267735535,0.011815361948798463,0.011815361948798463,0.0050883384267735535,302.29568515949296,302.29568515949296,361.9018985496944,302.2956851594803,302.2956851594803,361.9018985496944,0.00330801942962697,0.00330801942962697,0.0027631797567447287,0.0033080194296271088,0.0033080194296271088,0.0027631797567447287,12.90977079628882,0.11949477789967064,12.220541800997786,38.85350667040036,36.77918917952192,0.15719695797673774,0.004045888555446518,0.9466118333031004
150.0,0.0,0.0,-0.42,0.7601596076519094,0.0,true,missing,missing,0.07616720890818808,0.07616720890818808,1.827144035400722,1.8271440354007216,2.762263128689209,0.0,0.0,-21.626039606623127,21.626039606623127,-21.384154265249744,0.3182033601082177,-4267.401093585746,4267.401093585746,-4219.670589569512,-258.3460003658202,0.011318141262559,0.011318141262559003,0.004875015944180129,0.011318141262559,0.011318141262559003,0.004875015944180129,307.66426402519306,307.66426402519306,371.59994890558994,307.66426402432285,307.66426402432285,371.59994890558994,0.003250296238233619,0.003250296238233619,0.00269106603201946,0.0032502962382428124,0.0032502962382428124,0.00269106603201946,12.335023968419877,0.11512555270611204,11.51912312039333,38.764593699528696,36.200507488279804,0.15144918454918757,0.00390689467102628,0.9338549442534189
150.0,0.0,0.0,-0.4,0.7601596076519094,0.0,true,missing,missing,0.07438406182907706,0.07438406182907706,1.8286067494518559,1.8286067494518545,2.763166571134556,0.0,0.0,-21.62536872612219,21.62536872612219,-21.39333275200435,0.30524638744563626,-4267.268710762286,4267.268710762286,-4221.481752645441,-258.3674612825551,0.010860119967217668,0.010860119967217679,0.004678345003619727,0.010860119967217668,0.010860119967217679,0.004678345003619727,315.32688808678785,315.32688808678785,380.9450449511503,315.326888086347,315.326888086347,380.9450449511503,0.003171312177237384,0.003171312177237384,0.002625050550606933,0.003171312177241817,0.003171312177241817,0.002625050550606933,11.878619925747225,0.11186716681647502,10.948452430503597,38.91485833837356,35.86759051310146,0.1471627348919873,0.003781659272979328,0.9216939761472235
150.0,0.0,0.0,-0.38,0.7601596076519094,0.0,true,missing,missing,0.0727112930606314,0.0727112930606314,1.8299575348464316,1.8299575348464323,2.764001385029645,0.0,0.0,-21.624745052740177,21.624745052740177,-21.40181044852838,0.29327341517188876,-4267.1456431770575,4267.1456431770575,-4223.154630901275,-258.38724755014255,0.010436911231851859,0.010436911231851857,0.004496483352202823,0.010436911231851859,0.010436911231851857,0.004496483352202823,325.49117487321615,325.49117487321615,389.9252792932012,325.4911748727505,325.4911748727505,389.9252792932012,0.003072279917848819,0.003072279917848819,0.002564593918641674,0.0030722799178532142,0.0030722799178532142,0.002564593918641674,11.528368989720155,0.10962941875896337,10.492182317326996,39.309287488480095,35.77611121409517,0.14421894777808905,0.0036688263001549847,0.910118536861795
150.0,0.0,0.0,-0.36,0.7601596076519094,0.0,true,missing,missing,0.0711383528042601,0.0711383528042601,1.8312085832746734,1.8312085832746727,2.7647749879251364,0.0,0.0,-21.624163849171364,21.624163849171364,-21.409663220026037,0.28217840962098195,-4267.0309560318265,4267.0309560318265,-4224.704194588679,-258.405543813382,0.01004475158481424,0.01004475158481424,0.004327847339528159,0.01004475158481424,0.01004475158481424,0.004327847339528159,329.7689241765757,329.7689241765757,398.55987363218895,329.7689241751968,329.7689241751968,398.55987363218895,0.0030324264255553296,0.0030324264255553296,0.0025090333125778993,0.0030324264255680096,0.0030324264255680096,0.0025090333125778993,11.04277301617852,0.10578370646697297,9.923716762820261,39.13401110670025,35.1682355009005,0.13915986248431816,0.0035559825979732547,0.8986616629972602
150.0,0.0,0.0,-0.34,0.7601596076519094,0.0,true,missing,missing,0.06965601921761402,0.06965601921761402,1.8323703971284278,1.8323703971284293,2.7654937778194526,0.0,0.0,-21.62362098308384,21.62362098308384,-21.416956501425098,0.2718698541443385,-4266.923833906013,4266.923833906013,-4226.143355784363,-258.42250891503437,0.009680394949525457,0.009680394949525446,0.004171068504604401,0.009680394949525457,0.009680394949525446,0.004171068504604401,339.46874782509593,339.46874782509593,406.8613302105548,339.4687478264833,339.4687478264833,406.8613302105548,0.0029457792695403843,0.0029457792695403843,0.0024578398725740047,0.002945779269528345,0.002945779269528345,0.0024578398725740047,10.733377746708875,0.10376230699207724,9.53030114357466,39.47983780875688,35.05464470700354,0.13650068478722938,0.00345747835764798,0.8879125815260617
150.0,0.0,0.0,-0.32,0.7601596076519094,0.0,true,missing,missing,0.0682561944195009,0.0682561944195009,1.8334520698424246,1.8334520698424246,2.7661633009569466,0.0,0.0,-21.62311283460924,21.62311283460924,-21.423747014090758,0.2622683690525359,-4266.823562501926,4266.823562501926,-4227.483307144045,-258.4382802060164,0.009341027456347527,0.009341027456347527,0.004024958569398661,0.009341027456347527,0.009341027456347527,0.004024958569398661,346.0443346165965,346.0443346165965,414.8425845399418,346.0443346165895,346.0443346165895,414.8425845399418,0.0028898031262611502,0.0028898031262611502,0.0024105529115555835,0.0028898031262612083,0.0028898031262612083,0.0024105529115555835,10.368343683503792,0.10101761140814286,9.097223778188656,39.533336486440234,34.6866982513105,0.1328900015092628,0.0033614668864299754,0.8774037643700499
