# y_unit.M_K: fm^-1
# y_unit.Gamma_pi: fm^-1
# y_unit.M_sigma_prime: fm^-1
# y_unit.Gamma_sigma: fm^-1
# y_unit.M_pi: fm^-1
# y_unit.Gamma_K: fm^-1
# script: scripts/relaxtime/run_mott_phase_scan.jl
# y_unit.m_u: fm^-1
# y_unit.M_sigma: fm^-1
# y_unit.Gamma_eta: fm^-1
# y_unit.Gamma_sigma_prime: fm^-1
# y_unit.m_d: fm^-1
# y_unit.Gamma_eta_prime: fm^-1
# format: scan_csv_v1
# x_unit: MeV
# y_unit.M_eta: fm^-1
# y_unit.M_eta_prime: fm^-1
# y_unit.m_s: fm^-1
# x_label: Temperature
run_id,T_MeV,muB_MeV,xi,M_pi,M_K,Gamma_pi,Gamma_K,residual_pi,residual_K,root_quality_pi,root_quality_K,root_sign_flipped_pi,root_sign_flipped_K,selected_method_pi,selected_method_K,governance_candidate_count_pi,governance_candidate_count_K,governance_selection_reason_pi,governance_selection_reason_K,second_pass_triggered_pi,second_pass_triggered_K,second_pass_candidate_count_pi,second_pass_candidate_count_K,m_u,m_d,m_s,status,error_code,error_message,timestamp_utc
20260531T104420_3bfb738b,100.0,0.0,-0.3,0.6839352055817102,2.52203347805185,5.489413920235883e-10,0.0,1.2007557154655561e-11,1.6653345369377348e-15,good,good,false,false,newton,newton,0,0,none,none,false,false,0,0,1.8628713432310238,1.8628713432310227,2.7844634470562926,ok,,,2026-05-31T10:44:21Z
20260531T104420_3bfb738b,105.0,0.0,-0.3,0.6839026708581901,2.522018729829398,2.7010031520510397e-14,0.0,3.681055460447169e-11,1.2289946837995558e-11,good,good,false,false,newton,newton,0,0,none,none,false,false,0,0,1.862662092283046,1.862662092283046,2.78434419005836,ok,,,2026-05-31T10:44:56Z
20260531T104420_3bfb738b,110.0,0.0,-0.3,0.6838479099422684,2.521992548796786,2.237022313061222e-18,0.0,1.0430367680669406e-10,3.874056631048006e-11,good,good,false,false,newton,newton,0,0,none,none,false,false,0,0,1.862321806815424,1.8623218068154235,2.784147242465889,ok,,,2026-05-31T10:44:59Z
20260531T104420_3bfb738b,115.0,0.0,-0.3,0.6837585088162854,2.521947726580229,3.025000517341789e-22,0.0,2.7808999547573876e-10,1.1359380103215244e-10,good,good,false,false,newton,newton,0,0,none,none,false,false,0,0,1.8617834659569739,1.8617834659569739,2.783831103719466,ok,,,2026-05-31T10:44:59Z
20260531T104420_3bfb738b,120.0,0.0,-0.3,0.6836161722486803,2.5218732707884763,6.513510672331041e-26,0.0,7.052554096276253e-10,3.136499948652727e-10,good,good,false,false,newton,newton,0,0,none,none,false,false,0,0,1.8609506157975535,1.8609506157975535,2.7833352936297366,ok,,,2026-05-31T10:44:59Z
20260531T104420_3bfb738b,125.0,0.0,-0.3,0.6833940394871875,2.5217525897998385,2.1892613786210898e-29,0.0,1.7189656364990924e-9,8.248055571868917e-10,good,good,false,false,newton,newton,0,0,none,none,false,false,0,0,1.859684293090238,1.8596842930902386,2.782571767361508,ok,,,2026-05-31T10:44:59Z
20260531T104420_3bfb738b,130.0,0.0,-0.3,0.6830524799811686,2.5215606810431153,1.1318377124195539e-32,0.0,4.0688585833947855e-9,2.0888630825055543e-9,good,good,false,false,newton,newton,0,0,none,none,false,false,0,0,1.857782270866943,1.857782270866943,2.7814113656234527,ok,,,2026-05-31T10:44:59Z
20260531T104420_3bfb738b,135.0,0.0,-0.3,0.6825321101663838,2.521259540583421,8.919631503711048e-36,0.0,9.460441985353896e-9,5.155016857827377e-9,good,good,false,false,newton,newton,0,0,none,none,false,false,0,0,1.8549440413167348,1.8549440413167346,2.779661116722448,ok,,,2026-05-31T10:45:00Z
20260531T104420_3bfb738b,140.0,0.0,-0.3,0.6817408109323133,2.5207900487426915,7.954549657685949e-45,0.0,8.43769498715119e-15,4.440892098500626e-16,good,good,false,false,newton,newton,0,0,none,none,false,false,0,0,1.85070714512651,1.85070714512651,2.7770232950235796,ok,,,2026-05-31T10:45:00Z
20260531T104420_3bfb738b,145.0,0.0,-0.3,0.6805304630770765,2.5200567851714557,2.5486462608327857e-53,0.0,4.6629367034256575e-14,2.220446049250313e-15,good,good,false,false,newton,newton,0,0,none,none,false,false,0,0,1.8443199192533681,1.8443199192533681,2.7730142845982013,ok,,,2026-05-31T10:45:00Z
